AREA,INT_SQFT,DATE_SALE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE
Adyar,619,2011-05-17,137,1,1,2,Family,No,1976-05-25,Others,NoSewr ,Paved,RM,3.7,2.8,3.6,3.47,226774,30237,7559125
Anna Nagar,1657,2014-09-21,103,1,1,4,Family,No,2000-09-24,House,AllPub,Gravel,RL,4.1,4.5,4.5,4.36,371048,111315,12368280
KK Nagar,1503,2010-10-07,144,2,1,4,AdjLand,No,1984-07-16,House,NoSewr ,Paved,RH,3.3,2.7,3.0,3.0,391177,124844,8322920
KK Nagar,2478,2012-01-27,169,4,2,6,AdjLand,Yes,2002-01-29,House,AllPub,Paved,RH,2.8,3.0,3.1,2.98,545868,304670,12694600
Velachery,1572,2011-12-13,10,2,1,4,Family,Yes,2002-12-15,Others,NoSewr ,Paved,RL,2.1,3.3,4.3,3.3,423641,195526,10862580
KK Nagar,2456,2009-04-11,53,4,2,6,AdjLand,Yes,1998-07-11,House,NoSeWa,Paved,RL,3.1,2.9,2.8,2.92,609732,103784,12973020
T Nagar,1819,2010-08-26,166,2,1,5,AdjLand,No,1995-08-30,House,NoSewr ,Gravel,RM,3.9,3.4,3.9,3.775,469206,99528,14218350
Chrompet,842,2008-05-19,141,1,1,3,Normal Sale,Yes,1998-05-22,House,ELO,Gravel,RL,2.0,5.0,4.0,3.8,245784,100134,9103100
Chrompet,1156,2009-04-19,187,1,1,3,Family,Yes,1993-04-23,Commercial,NoSewr ,Gravel,RL,3.0,4.1,2.1,3.17,481114,87475,14579200
T Nagar,1564,2011-07-01,113,1,1,4,Family,Yes,2006-08-01,House,AllPub,Gravel,RH,4.1,4.4,2.9,3.635,387616,237571,12503750
Chrompet,874,2012-12-05,41,1,1,3,Family,No,1990-05-18,Commercial,ELO,No Access,RH,4.4,3.3,2.6,3.42,302704,28379,9459500
KK Nagar,2163,2008-07-26,148,3,2,5,AbNormal,Yes,1981-02-08,Commercial,NoSewr ,Gravel,RM,4.3,4.9,3.1,4.0,732043,150163,18770340
Chrompet,977,2014-08-29,104,1,1,3,AdjLand,Yes,1995-03-09,Commercial,NoSeWa,Gravel,RL,5.0,2.2,3.2,3.34,444993,229239,13484650
Anna Nagar,1880,2013-10-08,108,2,1,5,AdjLand,No,1971-08-21,Others,ELO,No Access,RM,2.5,3.6,4.0,3.375,465783,68497,13699490
Karapakkam,1667,2011-10-14,35,2,2,4,Family,Yes,1978-10-22,Others,ELO,Gravel,RM,3.5,3.3,3.4,3.4,323051,269209,10768375
T Nagar,1784,2007-01-15,97,1,1,4,Family,Yes,1983-01-21,House,ELO,Paved,RH,2.6,5.0,2.3,3.065,487977,170792,12199430
Karapakkam,1252,2011-01-11,50,1,1,3,Partial,No,1987-07-11,Commercial,NoSewr ,Paved,RL,4.0,3.6,3.0,3.48,336270,112090,10190000
Anna Nagar,1833,2011-05-02,9,2,1,5,Partial,Yes,1974-02-14,Commercial,NoSewr ,Paved,RL,4.3,2.7,4.1,3.82,515704,165025,20628140
Anna Nagar,1599,2007-01-02,175,1,1,4,AdjLand,No,1988-06-02,House,NoSeWa,Gravel,RM,3.2,4.9,4.6,4.185,335700,167850,12911530
Velachery,1863,2007-07-24,140,3,2,5,AdjLand,No,1954-06-08,House,NoSewr ,Paved,A,3.2,4.2,2.5,3.44,291660,104698,7478460
KK Nagar,1779,2011-06-19,54,3,2,5,AdjLand,Yes,2001-06-21,Commercial,AllPub,Gravel,RM,2.8,5.0,2.1,3.18,676205,346772,17338600
T Nagar,1923,2012-01-15,130,2,1,5,AbNormal,Yes,1983-01-22,Commercial,NoSeWa,Paved,RL,2.7,4.1,4.9,4.04,568313,349731,21858180
Chrompet,1280,2013-08-24,165,2,1,4,Partial,Yes,2001-08-27,Others,NoSewr ,Gravel,RL,4.1,4.1,4.6,4.25,379982,57573,11514600
KK Nagar,1333,2009-01-11,74,2,1,4,Normal Sale,No,1987-07-11,Others,NoSeWa,Gravel,RM,2.0,4.0,2.1,2.64,446600,242718,9708700
Karapakkam,1128,2011-10-17,179,1,1,3,AbNormal,No,1997-10-20,House,ELO,No Access,C,3.5,4.1,4.1,3.92,147408,69098,4606500
T Nagar,1829,2010-04-15,197,2,1,5,AdjLand,Yes,1969-04-25,House,AllPub,Gravel,RM,3.8,3.1,3.0,3.265,548812,74164,14832770
KK Nagar,1344,2010-02-04,131,2,1,4,Normal Sale,No,1989-07-04,House,AllPub,Paved,RM,3.3,2.4,3.6,3.15,440491,215751,8989620
Karapakkam,1538,2011-08-30,90,2,2,4,Partial,Yes,1987-05-09,Commercial,ELO,Gravel,RH,3.8,2.2,4.8,3.72,500560,137654,12514000
Velachery,1545,2008-08-10,67,2,1,4,AdjLand,No,1968-10-18,Commercial,AllPub,Paved,A,4.1,4.8,4.4,4.51,449723,126845,11531350
Chrompet,1279,2007-01-18,172,2,1,4,AdjLand,Yes,1987-01-23,Commercial,NoSewr ,Gravel,RL,2.6,4.8,3.7,3.81,416692,144239,16026600
Karapakkam,1116,2011-05-12,91,1,1,3,AdjLand,Yes,1975-12-14,Commercial,AllPub,No Access,RH,3.5,4.3,2.7,3.42,311712,233784,9741000
Adyar,620,2011-08-06,181,1,1,2,Normal Sale,Yes,2006-09-06,Commercial,AllPub,No Access,A,2.6,3.3,2.1,2.49,282291,114442,7629475
Chrompet,857,2010-11-24,146,1,1,3,AdjLand,No,1971-04-12,Commercial,NoSewr ,Gravel,RH,2.1,2.5,4.6,3.01,298974,117454,10677650
Chrompet,1101,2008-06-08,67,1,1,3,Normal Sale,Yes,1990-11-08,Others,NoSewr ,No Access,RM,3.3,2.8,2.9,2.98,274829,162862,10178870
Chrompet,1087,2010-02-23,197,1,1,3,AdjLand,Yes,1986-01-03,Commercial,AllPub,Paved,RH,3.8,3.3,2.6,3.24,346850,146744,13340400
T Nagar,1993,2010-03-15,76,2,1,5,Partial,No,1994-03-19,House,NoSewr ,Gravel,RH,2.3,3.8,3.6,3.26,437360,231543,12863520
Velachery,1770,2008-07-11,96,2,1,4,AbNormal,No,1962-11-19,Commercial,NoSeWa,Paved,RL,4.9,4.1,4.8,4.51,434461,260676,14482020
KK Nagar,1927,2011-01-01,174,3,2,5,AdjLand,Yes,2005-02-01,Others,NoSeWa,Gravel,RM,4.2,4.5,3.1,3.85,539362,269681,13484060
Anna Nagar,1740,2011-05-24,45,1,1,4,AbNormal,No,2003-05-26,Others,AllPub,No Access,RH,3.6,3.7,2.2,3.065,390704,219771,12209510
Velachery,1878,2011-05-23,171,3,2,5,AbNormal,Yes,1982-05-30,Others,ELO,Gravel,RM,3.3,3.7,3.1,3.42,506795,152039,12669880
Anna Nagar,1777,2007-12-05,150,1,1,4,Family,Yes,1973-05-20,Commercial,NoSeWa,Gravel,RH,4.6,2.3,4.3,3.905,541000,360667,20037030
Anna Nagar,1794,2013-08-26,172,1,1,4,AbNormal,No,1972-05-09,Others,ELO,Paved,RH,3.1,2.6,2.0,2.535,350340,84565,12080690
Velachery,1863,2009-08-25,58,3,2,5,AbNormal,No,1975-03-09,Others,AllPub,No Access,A,3.4,4.6,2.2,3.58,312433,117162,7810830
Karapakkam,1582,2009-06-11,141,2,2,4,Family,No,1997-09-11,Others,AllPub,Gravel,RH,3.6,2.9,4.2,3.63,270908,225756,9030250
Adyar,1256,2011-02-15,158,2,2,4,Normal Sale,Yes,1999-02-18,Commercial,ELO,No Access,RL,4.6,3.2,3.0,3.52,513760,135995,15110580
Velachery,1715,2011-12-16,14,2,1,4,AbNormal,Yes,1961-12-28,House,AllPub,Gravel,I,3.5,2.1,2.9,2.69,335408,102486,9316900
Velachery,1952,2005-11-20,88,3,2,5,Partial,No,1961-01-12,House,ELO,No Access,C,4.0,4.4,2.2,3.64,282651,56530,7066280
Karapakkam,1238,2010-01-22,156,1,1,3,Partial,No,1962-03-02,House,NoSewr ,Gravel,I,4.6,3.5,3.6,3.87,203184,95616,5976000
Chrompet,1128,2008-02-05,106,1,1,3,Normal Sale,No,1984-08-05,House,AllPub,Gravel,RM,2.5,3.3,3.8,3.21,313133,107639,9785400
Karapakkam,545,2012-01-21,91,1,1,2,Family,Yes,1979-01-29,House,ELO,No Access,I,3.5,3.1,3.6,3.42,129898,71234,4190250
T Nagar,1939,2007-10-21,116,2,1,5,Partial,Yes,1965-10-31,Commercial,NoSeWa,Gravel,RH,4.2,2.1,2.8,3.045,803373,169131,21141390
Chrompet,990,2010-03-19,115,1,1,3,Partial,Yes,1988-03-24,Commercial,ELO,Gravel,RM,2.8,3.9,3.6,3.48,351611,135235,13523500
Chrompet,1031,2011-06-10,66,1,1,3,Partial,Yes,1990-11-10,Others,ELO,No Access,RL,4.6,3.5,2.6,3.56,290935,132243,8816220
Velachery,1724,2011-11-12,47,2,1,4,AbNormal,Yes,1987-12-17,Commercial,NoSewr ,Paved,RL,2.9,2.7,2.0,2.54,527846,232873,15524880
Adyar,1143,2009-08-12,101,1,1,3,Normal Sale,No,1982-12-15,Commercial,NoSeWa,Paved,RM,3.3,2.3,4.2,3.55,566504,84976,14162605
Chrompet,988,2012-04-25,41,1,1,3,AbNormal,Yes,1976-04-05,House,ELO,No Access,RL,3.6,4.6,4.8,4.36,218954,105422,8109400
KK Nagar,2019,2009-06-30,188,3,2,5,AbNormal,No,1990-05-07,Others,AllPub,Paved,RH,3.2,2.2,4.6,3.46,373330,266664,10666560
Karapakkam,1384,2012-01-02,133,2,2,4,Partial,No,1963-02-13,Commercial,NoSewr ,Gravel,RL,3.2,3.4,4.8,3.9,521030,232801,11085750
KK Nagar,2174,2008-02-27,4,3,2,5,Family,Yes,1987-04-03,Commercial,AllPub,Paved,RH,3.7,4.0,2.1,3.15,514345,205738,17144820
Karapakkam,1000,2012-04-02,134,1,1,3,AbNormal,No,2004-06-02,Commercial,ELO,No Access,A,2.6,2.5,3.6,2.97,279045,62010,6201000
Karapakkam,954,2009-07-21,90,1,1,3,Family,No,1969-07-31,Commercial,NoSeWa,Gravel,C,2.7,4.5,4.0,3.76,360700,64926,7214000
T Nagar,1844,2012-07-01,126,2,1,5,Partial,No,1992-12-01,Others,NoSewr ,No Access,RL,2.2,3.3,5.0,3.735,451527,180611,12900770
Chrompet,902,2012-01-13,197,1,1,3,Family,No,2002-01-15,House,NoSeWa,No Access,RM,5.0,2.9,2.3,3.35,224625,77457,7745700
Chrompet,1212,2008-07-01,131,2,1,4,Partial,No,1992-11-01,Others,ELO,Gravel,RL,2.5,2.0,3.4,2.57,274384,39198,9799440
Adyar,930,2007-08-05,99,1,1,3,Normal Sale,Yes,1980-05-14,Others,ELO,Gravel,C,3.0,3.1,5.0,4.02,323595,24892,8297305
Karapakkam,746,2011-01-21,43,1,1,2,AbNormal,No,1998-01-24,Others,AllPub,Gravel,RL,2.8,3.9,3.3,3.33,225296,147851,7040500
Velachery,1635,2005-09-12,190,2,1,4,AdjLand,No,1985-12-14,Commercial,NoSewr ,Paved,A,3.2,4.8,3.7,4.07,491404,147421,12285100
Chrompet,754,2012-11-08,98,1,1,2,AdjLand,Yes,1992-08-16,Commercial,ELO,No Access,RL,2.8,2.2,3.1,2.65,344639,146210,10443600
Adyar,1229,2009-02-04,85,2,2,4,AbNormal,Yes,1990-07-04,Others,NoSewr ,Gravel,RH,3.8,3.5,4.4,4.04,385083,56630,11325985
Chrompet,1083,2011-02-08,101,1,1,3,Partial,Yes,1974-11-08,Others,AllPub,Paved,RL,4.8,3.5,3.0,3.74,318927,144967,9664460
Karapakkam,1431,2010-08-30,146,2,2,4,Partial,No,1995-03-09,Others,NoSeWa,Gravel,RH,4.3,2.0,4.5,3.69,293738,81594,8159375
Karapakkam,1670,2010-11-30,69,2,2,4,Partial,Yes,1965-11-12,Commercial,AllPub,No Access,RH,2.4,2.7,2.6,2.57,543985,165561,11825750
T Nagar,1667,2006-10-14,6,1,1,4,Partial,No,2000-10-15,Others,ELO,No Access,RH,4.5,4.1,3.2,3.815,399083,125426,11402380
Velachery,1861,2007-12-10,138,3,2,5,AdjLand,No,1953-10-25,House,AllPub,No Access,RL,3.9,4.9,3.8,4.32,344776,158411,9318280
Anna Nagar,2000,2010-03-23,49,2,1,5,AbNormal,Yes,1997-03-26,Others,AllPub,Gravel,RM,3.9,4.0,2.4,3.325,573206,118013,16859010
Anna Nagar,1997,2008-08-19,13,2,1,5,Partial,Yes,1968-08-29,Others,NoSeWa,No Access,RL,3.4,3.7,3.7,3.595,450328,253310,14072760
Velachery,1949,2009-07-28,75,3,2,5,Partial,Yes,1997-07-31,House,AllPub,No Access,I,3.3,3.2,3.8,3.41,323299,104597,9508790
Velachery,1713,2006-05-14,69,2,1,4,Family,No,1962-05-25,Commercial,NoSeWa,Gravel,RM,4.9,3.3,2.6,3.49,465954,150308,15030780
Chrompet,727,2013-08-14,93,1,1,2,Partial,No,2001-08-17,Others,NoSeWa,Paved,RL,2.7,3.2,2.4,2.81,235488,57088,7135990
Adyar,1276,2008-03-01,188,2,2,4,AbNormal,No,1978-10-01,House,NoSeWa,Gravel,RH,4.0,2.2,2.2,2.74,335335,9315,9314850
Anna Nagar,1702,2007-06-16,184,1,1,4,AbNormal,Yes,1979-06-23,Others,NoSeWa,Gravel,RH,2.9,2.5,4.3,3.36,514323,67674,13534820
Anna Nagar,1785,2008-01-01,148,1,1,4,Partial,Yes,1970-10-01,House,NoSewr ,Gravel,RH,4.4,4.4,3.2,3.92,436974,62425,12484960
Anna Nagar,1632,2014-07-11,167,1,1,4,Normal Sale,Yes,1992-12-11,Commercial,AllPub,Paved,RH,4.8,3.4,4.6,4.37,513592,361417,19021940
Adyar,1243,2007-06-09,119,2,2,4,AbNormal,No,2001-07-09,House,ELO,Paved,RL,4.0,2.7,3.2,3.34,330891,136249,9732090
KK Nagar,2191,2009-09-17,166,3,2,5,Family,No,1985-09-23,Others,AllPub,Paved,RH,4.8,3.7,4.1,4.19,542553,99653,11072500
KK Nagar,2153,2011-03-22,165,3,2,5,Partial,No,1985-03-28,Others,AllPub,Gravel,RH,3.4,3.6,2.2,2.98,422833,100145,11127180
Karapakkam,720,2010-11-09,123,1,1,2,AbNormal,No,1979-09-19,House,AllPub,Gravel,A,4.2,3.4,3.2,3.56,191532,63844,3990250
Adyar,905,2007-03-02,86,1,1,3,Family,Yes,1973-11-02,Commercial,NoSeWa,No Access,I,2.1,2.3,2.5,2.34,340339,123760,10313310
Karapakkam,1107,2010-11-01,185,1,1,3,Normal Sale,Yes,1972-01-21,Commercial,NoSeWa,No Access,A,3.7,3.4,3.9,3.69,227866,132309,7350500
Chrompet,772,2013-01-14,159,1,1,2,AbNormal,Yes,2008-01-16,Others,NoSewr ,Paved,RH,4.7,4.7,2.9,4.16,208410,125046,8336390
Velachery,1806,2005-08-22,83,3,2,5,Family,Yes,1963-02-09,Commercial,NoSeWa,Paved,C,3.2,4.7,4.6,4.3,448809,140253,14025290
Chrompet,1162,2008-06-26,25,1,1,3,AbNormal,Yes,1987-02-07,Commercial,ELO,No Access,RM,2.5,2.0,2.2,2.21,429658,97020,13859950
Velachery,1558,2011-08-25,32,2,1,4,Family,Yes,1974-03-09,House,NoSeWa,Paved,C,4.5,3.9,4.0,4.08,258210,101719,7824540
Chrompet,1269,2014-12-08,29,2,1,4,AbNormal,No,1988-08-18,Others,ELO,No Access,RH,4.9,2.7,2.0,3.15,228070,84470,8447030
Karapakkam,838,2009-01-10,191,1,1,2,AdjLand,Yes,1974-10-10,Commercial,NoSewr ,Paved,C,2.2,2.0,2.7,2.34,349739,104178,7441250
Chrompet,1281,2012-11-13,90,2,1,4,Normal Sale,Yes,1997-11-17,House,ELO,No Access,RM,4.8,3.3,4.3,4.05,319922,61920,10320050
Anna Nagar,1517,2012-01-09,156,1,1,4,AbNormal,Yes,1996-05-09,Commercial,NoSewr ,Gravel,RM,3.2,4.9,2.0,3.145,687157,255230,19633070
Karapakkam,1344,2011-07-08,138,2,2,4,AbNormal,Yes,2002-09-08,Commercial,NoSewr ,Paved,C,4.6,2.2,4.7,3.92,471499,261944,10477750
Velachery,1705,2010-05-25,122,2,1,4,Partial,No,1971-04-06,Others,NoSewr ,Gravel,C,3.8,3.9,4.2,3.97,270086,75962,8440180
Chrompet,995,2009-12-01,41,1,1,3,Family,Yes,2003-01-14,Commercial,NoSewr ,Paved,RL,2.1,2.5,2.1,2.26,388413,64736,12947100
Chrompet,818,2008-11-10,11,1,1,3,AdjLand,Yes,1982-10-18,House,NoSewr ,Gravel,RM,2.4,2.8,2.6,2.62,271631,135815,9701100
Anna Nagar,1705,2007-11-13,139,1,1,4,AbNormal,No,1990-11-17,House,AllPub,No Access,RH,3.7,4.3,2.5,3.37,400674,86632,10829040
Velachery,1604,2009-01-10,181,2,1,4,AbNormal,No,1965-12-10,Commercial,ELO,No Access,RL,4.9,2.2,4.1,3.45,482518,241259,12697830
Chrompet,1238,2013-08-12,97,2,1,4,Normal Sale,No,1980-12-16,Commercial,AllPub,Paved,RH,2.1,3.7,4.5,3.46,354741,210217,13138550
Karapakkam,694,2011-02-08,15,1,1,2,AdjLand,Yes,1972-11-08,Commercial,ELO,Paved,C,2.5,2.2,3.8,2.93,221927,110963,6527250
T Nagar,1908,2009-11-07,123,2,1,5,AdjLand,No,2001-07-13,Others,AllPub,Gravel,RL,2.5,2.8,2.2,2.44,443039,168049,15277200
Adyar,667,2008-08-11,85,1,1,2,AbNormal,Yes,1972-11-17,Others,NoSeWa,Gravel,I,3.1,3.4,3.3,3.26,273576,110909,7393940
KK Nagar,2242,2011-09-13,181,4,2,6,AdjLand,Yes,1987-09-19,Others,NoSewr ,Paved,RM,2.5,4.8,4.3,3.91,680743,333425,13892720
Chrompet,773,2014-11-22,178,1,1,2,Normal Sale,Yes,1992-11-27,Others,NoSewr ,Gravel,RL,3.1,3.0,3.5,3.18,281403,45388,9077510
Velachery,1524,2006-10-29,38,2,1,4,Normal Sale,No,1975-06-11,House,NoSewr ,Gravel,RH,4.7,2.1,4.8,3.56,304053,95559,8687220
Chrompet,791,2012-08-19,124,1,1,2,AbNormal,Yes,1977-08-28,Commercial,AllPub,Paved,RH,3.9,4.4,4.7,4.34,264071,169006,10562850
Karapakkam,1403,2009-11-10,51,2,2,4,AbNormal,No,1998-10-14,Others,NoSewr ,Gravel,RM,4.9,3.5,2.3,3.44,463530,144853,9656875
Adyar,1211,2012-04-22,79,2,2,4,Family,Yes,1994-04-27,House,ELO,Gravel,RL,3.0,3.6,4.7,3.97,324803,86614,10826770
Chrompet,730,2007-09-14,96,1,1,2,Partial,Yes,1988-09-18,Commercial,NoSeWa,Paved,RL,4.5,3.0,5.0,4.05,294091,168052,10503250
Chrompet,1016,2013-07-28,107,1,1,3,Family,Yes,1979-06-08,Commercial,AllPub,Gravel,RL,4.9,4.9,2.4,4.15,402081,214443,13402700
Velachery,1574,2011-07-15,101,2,1,4,Partial,No,1993-07-19,House,AllPub,Paved,C,2.6,4.7,2.0,3.37,253068,86766,7230510
Adyar,1185,2008-12-08,60,1,1,3,Family,No,1995-08-16,Others,AllPub,No Access,A,2.1,2.6,2.9,2.6,235365,76147,6922495
KK Nagar,1437,2008-08-18,15,2,1,4,Family,No,1986-08-24,Others,AllPub,Gravel,RH,5.0,3.6,3.7,4.06,308026,217430,9059580
Anna Nagar,1995,2009-01-21,35,2,1,5,Normal Sale,No,2002-01-23,House,ELO,Gravel,RM,5.0,3.7,4.4,4.435,363475,203546,14538990
Chrompet,1195,2008-06-14,82,1,1,3,Family,Yes,1980-06-21,Commercial,ELO,Gravel,RL,4.2,3.2,4.6,3.92,392974,58218,14554600
Chrompet,1055,2010-09-16,132,1,1,3,Normal Sale,No,1974-09-25,Others,NoSewr ,Paved,RL,4.3,3.5,4.3,3.98,253296,113547,8734350
Velachery,1951,2005-01-12,200,3,2,5,AbNormal,No,1967-11-12,Others,AllPub,Paved,RL,4.6,2.9,3.6,3.54,351474,109836,10983560
Adyar,983,2010-03-12,29,1,1,3,Partial,No,1976-11-12,Others,ELO,Gravel,C,5.0,2.8,3.6,3.86,225866,14117,7058310
Anna Nagar,1956,2011-02-24,64,2,1,5,AdjLand,No,1983-03-03,Others,NoSewr ,Paved,RL,2.1,3.1,4.1,3.15,376104,86793,14465540
Anna Nagar,1558,2013-01-27,152,1,1,4,AdjLand,Yes,1975-06-02,House,NoSeWa,Paved,RL,3.6,4.1,4.8,4.205,453469,61280,12255910
Chrompet,947,2006-11-29,47,1,1,3,Normal Sale,No,1987-04-12,Others,ELO,Gravel,RM,4.8,4.2,4.4,4.44,267586,38227,9556640
Karapakkam,740,2011-12-13,51,1,1,2,AbNormal,Yes,1977-12-21,House,NoSeWa,Gravel,I,3.1,3.5,4.2,3.66,196532,131021,5955500
Adyar,1001,2010-03-16,68,1,1,3,Normal Sale,Yes,1982-03-23,House,NoSewr ,Paved,A,4.3,3.8,4.4,4.25,212362,14157,7078720
KK Nagar,2127,2011-11-16,155,3,2,5,Normal Sale,Yes,1981-11-23,House,NoSeWa,Paved,RL,2.6,2.7,2.0,2.39,504009,257605,11200200
Karapakkam,1421,2009-11-09,115,2,2,4,Normal Sale,No,1959-09-24,Commercial,AllPub,Gravel,RM,2.4,4.2,3.1,3.22,437202,157879,12144500
T Nagar,1947,2012-01-16,66,2,1,5,Partial,Yes,1968-01-27,House,NoSewr ,Paved,RM,3.0,3.4,3.0,3.1,527109,263554,13871280
Chrompet,788,2009-12-10,109,1,1,2,AdjLand,No,1992-10-16,Others,NoSeWa,No Access,RM,4.0,3.3,4.4,3.84,264149,48027,8004510
Anna Nagar,1721,2008-10-24,2,1,1,4,AbNormal,No,2003-10-26,House,AllPub,Paved,RM,3.7,3.0,4.7,3.925,338911,78210,13035050
KK Nagar,1858,2010-09-06,75,3,2,5,AbNormal,Yes,2005-10-06,Commercial,NoSeWa,Paved,RL,2.7,2.1,4.4,3.2,533772,355848,16174900
Chrompet,806,2014-12-13,57,1,1,3,Normal Sale,Yes,2008-12-14,Commercial,ELO,Paved,RM,4.3,5.0,4.8,4.73,332373,147721,12310100
Chrompet,850,2011-09-23,174,1,1,3,AdjLand,No,1991-09-28,Others,NoSeWa,Paved,RM,4.1,2.9,3.3,3.38,248492,26624,8874700
Chrompet,713,2008-10-14,168,1,1,2,Normal Sale,No,1973-10-23,Commercial,NoSeWa,No Access,RH,3.4,3.8,2.9,3.41,250203,32284,8071050
KK Nagar,2166,2009-05-06,188,3,2,5,Normal Sale,Yes,1985-11-06,Others,NoSewr ,Paved,RL,4.8,2.5,4.0,3.79,440755,138523,12593000
T Nagar,1921,2006-10-27,168,2,1,5,Normal Sale,Yes,1994-10-30,Commercial,ELO,Gravel,RM,3.7,3.6,4.3,3.945,743923,348714,23247590
Adyar,888,2008-01-17,157,1,1,3,AbNormal,Yes,1975-01-25,House,ELO,Gravel,RL,4.5,4.9,2.4,3.53,342439,111061,9255095
KK Nagar,1831,2010-03-25,95,3,2,5,AdjLand,Yes,1987-03-31,House,AllPub,Gravel,RH,2.5,4.0,2.8,3.07,529692,264846,11035260
T Nagar,1613,2012-04-05,14,1,1,4,Partial,Yes,1986-11-05,House,NoSewr ,Gravel,RL,3.4,4.3,4.3,4.03,380323,228194,12677420
Adyar,695,2010-08-03,28,1,1,2,Normal Sale,No,2002-10-03,House,ELO,Paved,RL,2.5,3.3,4.6,3.71,228316,29460,7365020
T Nagar,1984,2009-09-06,78,2,1,5,Normal Sale,Yes,1985-06-15,House,AllPub,Gravel,RM,3.6,3.2,4.0,3.68,464762,232381,15492080
Chrompet,787,2008-09-21,148,1,1,2,Normal Sale,No,1970-01-10,House,NoSeWa,Gravel,RM,3.8,2.7,3.9,3.39,245399,31664,7916100
KK Nagar,2208,2009-08-15,39,3,2,5,Partial,No,1987-08-21,House,NoSewr ,Gravel,RM,2.5,5.0,2.6,3.29,520823,243051,11573840
Karapakkam,1334,2010-07-18,144,2,2,4,Partial,No,1973-07-27,House,ELO,No Access,RH,4.7,3.1,3.7,3.82,196580,69381,5781750
Chrompet,1267,2007-03-10,26,2,1,4,AbNormal,Yes,1993-06-10,Commercial,AllPub,Gravel,RL,2.1,3.7,3.8,3.25,410012,110388,15769700
Anna Nagar,1530,2009-02-14,111,1,1,4,Normal Sale,Yes,1989-02-19,House,NoSewr ,Gravel,RM,2.9,2.1,2.6,2.58,343413,145290,13208200
Karapakkam,1458,2011-04-19,99,2,2,4,Family,No,1962-01-05,House,AllPub,Gravel,RM,2.8,2.9,2.6,2.75,351114,214094,8563750
KK Nagar,2372,2008-05-25,10,4,2,6,Normal Sale,Yes,1979-02-06,Others,NoSeWa,Gravel,RM,3.1,5.0,3.8,3.95,670804,313993,14272420
Karapakkam,1521,2011-07-19,68,2,2,4,AdjLand,No,1992-07-23,Others,AllPub,Gravel,RL,3.8,3.3,3.1,3.37,339119,116270,9689125
Chrompet,1005,2013-03-03,84,1,1,3,Normal Sale,No,1992-08-03,Commercial,AllPub,No Access,RM,3.5,3.8,5.0,4.07,340977,170489,12177750
Chrompet,945,2010-08-12,5,1,1,3,AbNormal,No,1979-12-16,Commercial,NoSewr ,Gravel,RH,4.3,3.8,5.0,4.31,338558,169279,11285250
Karapakkam,542,2011-01-11,128,1,1,2,AdjLand,Yes,2002-03-11,Commercial,NoSeWa,Paved,I,2.9,4.1,4.0,3.7,260915,105776,7051750
Adyar,1204,2010-05-23,22,2,2,4,Family,No,1980-05-30,House,NoSeWa,No Access,RH,4.7,2.3,4.2,3.97,275455,31481,7870150
Adyar,1072,2010-06-28,27,1,1,3,Normal Sale,Yes,1988-03-07,Others,NoSewr ,Gravel,RM,4.7,2.1,4.3,3.98,445304,152341,11718530
KK Nagar,2496,2011-05-19,169,4,2,6,AdjLand,Yes,1993-05-23,House,NoSewr ,Paved,RL,3.1,2.2,2.9,2.75,574427,208883,13055160
Chrompet,1082,2014-02-17,97,1,1,3,Partial,Yes,2002-02-20,Others,NoSewr ,Gravel,RL,2.1,2.5,4.5,2.98,260559,62534,10422340
Velachery,1518,2007-03-21,120,2,1,4,AbNormal,No,1958-02-04,Others,ELO,No Access,RM,3.4,2.8,5.0,3.61,317130,132138,8809180
Chrompet,1180,2007-02-13,13,1,1,3,Partial,No,1969-02-22,House,NoSewr ,No Access,RH,4.8,3.9,2.4,3.72,233063,113000,7062500
Velachery,1525,2005-03-27,171,2,1,4,Family,Yes,1981-02-04,Commercial,ELO,Gravel,I,3.1,2.2,3.7,2.88,456645,188030,13430730
Velachery,1732,2005-08-26,197,2,1,4,Family,Yes,2000-08-27,Commercial,NoSeWa,No Access,RL,4.2,2.3,4.8,3.53,561062,212294,15163850
Anna Nagar,1841,2012-09-24,49,2,1,5,AdjLand,No,1979-03-10,Commercial,ELO,No Access,RH,2.8,4.9,2.3,3.125,607258,94884,18976810
Velachery,1745,2005-11-16,157,2,1,4,AbNormal,Yes,2000-11-17,House,NoSeWa,Gravel,C,2.5,4.3,2.7,3.37,371467,66674,9524800
Chrompet,974,2014-09-20,136,1,1,3,AbNormal,Yes,2010-09-21,House,NoSewr ,Gravel,RM,4.1,2.5,3.2,3.19,302041,83322,10415200
T Nagar,1797,2009-09-28,14,1,1,4,Normal Sale,No,1970-08-10,House,NoSeWa,Paved,RH,4.8,2.4,4.3,3.975,385915,90803,11350430
Velachery,1698,2008-11-08,51,2,1,4,AdjLand,Yes,1966-08-22,House,ELO,Paved,RH,5.0,3.7,2.1,3.55,376030,192836,9641790
Karapakkam,937,2009-11-30,133,1,1,3,AbNormal,Yes,2003-02-12,Commercial,NoSewr ,No Access,RH,4.5,3.4,4.9,4.33,424810,225963,9038500
